season,match_name,fullName,runs,strikeRate
2021,MI v PBKS,Mandeep Singh,15,107.14
2021,MI v PBKS,Chris Gayle,1,25
2021,MI v PBKS,Aiden Markram,42,144.82
2021,MI v PBKS,Nicholas Pooran,2,66.66
2021,MI v PBKS,Deepak Hooda,28,107.69
2021,MI v PBKS,Harpreet Brar,14,73.68
2021,MI v PBKS,Nathan Ellis,6,150
2021,MI v PBKS,Rohit Sharma,8,80
2021,MI v PBKS,Quinton de Kock,27,93.1
2021,MI v PBKS,Suryakumar Yadav,0,0
2021,MI v PBKS,Saurabh Tiwary,45,121.62
2021,MI v PBKS,Hardik Pandya,40,133.33
2021,MI v PBKS,Kieron Pollard,15,214.28
2021,KKR v DC,Steven Smith,39,114.7
2021,KKR v DC,Shikhar Dhawan,24,120
2021,KKR v DC,Shreyas Iyer,1,20
2021,KKR v DC,Rishabh Pant,39,108.33
2021,KKR v DC,Shimron Hetmyer,4,80
2021,KKR v DC,Lalit Yadav,0,0
2021,KKR v DC,Axar Patel,0,0
2021,KKR v DC,Ravichandran Ashwin,9,112.5
2021,KKR v DC,Kagiso Rabada,0,0
2021,KKR v DC,Avesh Khan,5,166.66
2021,KKR v DC,Shubman Gill,30,90.9
2021,KKR v DC,Venkatesh Iyer,14,93.33
2021,KKR v DC,Rahul Tripathi,9,180
2021,KKR v DC,Nitish Rana,36,133.33
2021,KKR v DC,Eoin Morgan,0,0
2021,KKR v DC,Dinesh Karthik,12,85.71
2021,KKR v DC,Sunil Narine,21,210
2021,KKR v DC,Tim Southee,3,60
2021,KKR v DC,Lockie Ferguson,0,0
2021,SRH v RR,Evin Lewis,6,150
2021,SRH v RR,Yashasvi Jaiswal,36,156.52
2021,SRH v RR,Sanju Samson,82,143.85
2021,SRH v RR,Liam Livingstone,4,66.66
2021,SRH v RR,Mahipal Lomror,29,103.57
2021,SRH v RR,Riyan Parag,0,0
2021,SRH v RR,Rahul Tewatia,0,0
2021,SRH v RR,Jason Roy,60,142.85
2021,SRH v RR,Wriddhiman Saha,18,163.63
2021,SRH v RR,Kane Williamson,51,124.39
2021,SRH v RR,Priyam Garg,0,0
2021,SRH v RR,Abhishek Sharma,21,131.25
2021,RCB v MI,Virat Kohli,51,121.42
2021,RCB v MI,Devdutt Padikkal,0,0
2021,RCB v MI,Srikar Bharat,32,133.33
2021,RCB v MI,Glenn Maxwell,56,151.35
2021,RCB v MI,AB de Villiers,11,183.33
2021,RCB v MI,Dan Christian,1,33.33
2021,RCB v MI,Shahbaz Ahmed,1,33.33
2021,RCB v MI,Kyle Jamieson,2,100
2021,RCB v MI,Rohit Sharma,43,153.57
2021,RCB v MI,Quinton de Kock,24,104.34
2021,RCB v MI,Ishan Kishan,9,75
2021,RCB v MI,Suryakumar Yadav,8,88.88
2021,RCB v MI,Krunal Pandya,5,45.45
2021,RCB v MI,Kieron Pollard,7,70
2021,RCB v MI,Hardik Pandya,3,50
2021,RCB v MI,Adam Milne,0,0
2021,RCB v MI,Rahul Chahar,0,0
2021,RCB v MI,Jasprit Bumrah,5,83.33
2021,RCB v MI,Trent Boult,0,0
2021,CSK v KKR,Shubman Gill,9,180
2021,CSK v KKR,Venkatesh Iyer,18,120
2021,CSK v KKR,Rahul Tripathi,45,136.36
2021,CSK v KKR,Eoin Morgan,8,57.14
2021,CSK v KKR,Nitish Rana,37,137.03
2021,CSK v KKR,Andre Russell,20,133.33
2021,CSK v KKR,Dinesh Karthik,26,236.36
2021,CSK v KKR,Sunil Narine,0,0
2021,CSK v KKR,Ruturaj Gaikwad,40,142.85
2021,CSK v KKR,Faf du Plessis,43,143.33
2021,CSK v KKR,Moeen Ali,32,114.28
2021,CSK v KKR,Ambati Rayudu,10,111.11
2021,CSK v KKR,Suresh Raina,11,157.14
2021,CSK v KKR,MS Dhoni,1,25
2021,CSK v KKR,Ravindra Jadeja,22,275
2021,CSK v KKR,Sam Curran,4,100
2021,CSK v KKR,Shardul Thakur,3,150
2021,CSK v KKR,Deepak Chahar,1,100
2021,SRH v PBKS,KL Rahul,21,100
2021,SRH v PBKS,Mayank Agarwal,5,83.33
2021,SRH v PBKS,Chris Gayle,14,82.35
2021,SRH v PBKS,Aiden Markram,27,84.37
2021,SRH v PBKS,Nicholas Pooran,8,200
2021,SRH v PBKS,Deepak Hooda,13,130
2021,SRH v PBKS,Harpreet Brar,18,100
2021,SRH v PBKS,Nathan Ellis,12,100
2021,SRH v PBKS,Mohammed Shami,0,0
2021,SRH v PBKS,David Warner,2,66.66
2021,SRH v PBKS,Wriddhiman Saha,31,83.78
2021,SRH v PBKS,Kane Williamson,1,16.66
2021,SRH v PBKS,Manish Pandey,13,56.52
2021,SRH v PBKS,Kedar Jadhav,12,100
2021,SRH v PBKS,Abdul Samad,1,50
2021,SRH v PBKS,Jason Holder,47,162.06
2021,SRH v PBKS,Rashid Khan,3,75
2021,SRH v PBKS,Bhuvneshwar Kumar,3,75
2021,DC v RR,Prithvi Shaw,10,83.33
2021,DC v RR,Shikhar Dhawan,8,100
2021,DC v RR,Shreyas Iyer,43,134.37
2021,DC v RR,Rishabh Pant,24,100
2021,DC v RR,Shimron Hetmyer,28,175
2021,DC v RR,Lalit Yadav,14,93.33
2021,DC v RR,Axar Patel,12,171.42
2021,DC v RR,Ravichandran Ashwin,6,100
2021,DC v RR,Liam Livingstone,1,33.33
2021,DC v RR,Yashasvi Jaiswal,5,125
2021,DC v RR,Sanju Samson,70,132.07
2021,DC v RR,David Miller,7,70
2021,DC v RR,Mahipal Lomror,19,79.16
2021,DC v RR,Riyan Parag,2,28.57
2021,DC v RR,Rahul Tewatia,9,60
2021,DC v RR,Tabraiz Shamsi,2,50
2021,RCB v CSK,Virat Kohli,53,129.26
2021,RCB v CSK,Devdutt Padikkal,70,140
2021,RCB v CSK,AB de Villiers,12,109.09
2021,RCB v CSK,Glenn Maxwell,11,122.22
2021,RCB v CSK,Tim David,1,33.33
2021,RCB v CSK,Harshal Patel,3,60
2021,RCB v CSK,Wanindu Hasaranga de Silva,1,100
2021,RCB v CSK,Ruturaj Gaikwad,38,146.15
2021,RCB v CSK,Faf du Plessis,31,119.23
2021,RCB v CSK,Moeen Ali,23,127.77
2021,RCB v CSK,Ambati Rayudu,32,145.45
2021,RCB v CSK,Suresh Raina,17,170
2021,RCB v CSK,MS Dhoni,11,122.22
2021,MI v KKR,Rohit Sharma,33,110
2021,MI v KKR,Quinton de Kock,55,130.95
2021,MI v KKR,Suryakumar Yadav,5,50
2021,MI v KKR,Ishan Kishan,14,107.69
2021,MI v KKR,Kieron Pollard,21,140
2021,MI v KKR,Krunal Pandya,12,133.33
2021,MI v KKR,Saurabh Tiwary,5,250
2021,MI v KKR,Adam Milne,1,100
2021,MI v KKR,Shubman Gill,13,144.44
2021,MI v KKR,Venkatesh Iyer,53,176.66
2021,MI v KKR,Rahul Tripathi,74,176.19
2021,MI v KKR,Eoin Morgan,7,87.5
2021,MI v KKR,Nitish Rana,5,250
2021,DC v SRH,David Warner,0,0
2021,DC v SRH,Wriddhiman Saha,18,105.88
2021,DC v SRH,Kane Williamson,18,69.23
2021,DC v SRH,Manish Pandey,17,106.25
2021,DC v SRH,Kedar Jadhav,3,37.5
2021,DC v SRH,Abdul Samad,28,133.33
2021,DC v SRH,Jason Holder,10,111.11
2021,DC v SRH,Rashid Khan,22,115.78
2021,DC v SRH,Bhuvneshwar Kumar,5,166.66
2021,DC v SRH,Sandeep Sharma,0,0
2021,DC v SRH,Prithvi Shaw,11,137.5
2021,DC v SRH,Shikhar Dhawan,42,113.51
2021,DC v SRH,Shreyas Iyer,47,114.63
2021,DC v SRH,Rishabh Pant,35,166.66
2021,PBKS v RR,Evin Lewis,36,171.42
2021,PBKS v RR,Yashasvi Jaiswal,49,136.11
2021,PBKS v RR,Sanju Samson,4,80
2021,PBKS v RR,Liam Livingstone,25,147.05
2021,PBKS v RR,Mahipal Lomror,43,252.94
2021,PBKS v RR,Riyan Parag,4,80
2021,PBKS v RR,Rahul Tewatia,2,40
2021,PBKS v RR,Chris Morris,5,100
2021,PBKS v RR,Chetan Sakariya,7,116.66
2021,PBKS v RR,Kartik Tyagi,1,33.33
2021,PBKS v RR,Mustafizur Rahman,0,0
2021,PBKS v RR,KL Rahul,49,148.48
2021,PBKS v RR,Mayank Agarwal,67,155.81
2021,PBKS v RR,Aiden Markram,26,130
2021,PBKS v RR,Nicholas Pooran,32,145.45
2021,PBKS v RR,Deepak Hooda,0,0
2021,PBKS v RR,Fabian Allen,0,0
2021,KKR v RCB,Virat Kohli,5,125
2021,KKR v RCB,Devdutt Padikkal,22,110
2021,KKR v RCB,Srikar Bharat,16,84.21
2021,KKR v RCB,Glenn Maxwell,10,58.82
2021,KKR v RCB,AB de Villiers,0,0
2021,KKR v RCB,Sachin Baby,7,41.17
2021,KKR v RCB,Wanindu Hasaranga de Silva,0,0
2021,KKR v RCB,Kyle Jamieson,4,33.33
2021,KKR v RCB,Harshal Patel,12,120
2021,KKR v RCB,Mohammed Siraj,8,80
2021,KKR v RCB,Yuzvendra Chahal,2,33.33
2021,KKR v RCB,Shubman Gill,48,141.17
2021,KKR v RCB,Venkatesh Iyer,41,151.85
2021,KKR v RCB,Andre Russell,0,0
2021,CSK v MI,Ruturaj Gaikwad,88,151.72
2021,CSK v MI,Faf du Plessis,0,0
2021,CSK v MI,Moeen Ali,0,0
2021,CSK v MI,Ambati Rayudu,0,0
2021,CSK v MI,Suresh Raina,4,66.66
2021,CSK v MI,MS Dhoni,3,60
2021,CSK v MI,Ravindra Jadeja,26,78.78
2021,CSK v MI,Dwayne Bravo,23,287.5
2021,CSK v MI,Shardul Thakur,1,100
2021,CSK v MI,Quinton de Kock,17,141.66
2021,CSK v MI,Anmolpreet Singh,16,114.28
2021,CSK v MI,Suryakumar Yadav,3,42.85
2021,CSK v MI,Ishan Kishan,11,110
2021,CSK v MI,Saurabh Tiwary,50,125
2021,CSK v MI,Kieron Pollard,15,107.14
2021,CSK v MI,Krunal Pandya,4,80
2021,CSK v MI,Adam Milne,15,100
2021,CSK v MI,Rahul Chahar,0,0
2021,CSK v MI,Jasprit Bumrah,1,50
2021,PBKS v DC,Prabhsimran Singh,12,75
2021,PBKS v DC,Mayank Agarwal,99,170.68
2021,PBKS v DC,Chris Gayle,13,144.44
2021,PBKS v DC,Dawid Malan,26,100
2021,PBKS v DC,Deepak Hooda,1,100
2021,PBKS v DC,M Shahrukh Khan,4,80
2021,PBKS v DC,Chris Jordan,2,66.66
2021,PBKS v DC,Harpreet Brar,4,200
2021,PBKS v DC,Prithvi Shaw,39,177.27
2021,PBKS v DC,Shikhar Dhawan,69,146.8
2021,PBKS v DC,Steven Smith,24,109.09
2021,PBKS v DC,Rishabh Pant,14,127.27
2021,PBKS v DC,Shimron Hetmyer,16,400
2021,RR v SRH,Jos Buttler,124,193.75
2021,RR v SRH,Yashasvi Jaiswal,12,92.3
2021,RR v SRH,Sanju Samson,48,145.45
2021,RR v SRH,Riyan Parag,15,187.5
2021,RR v SRH,David Miller,7,233.33
2021,RR v SRH,Manish Pandey,31,155
2021,RR v SRH,Jonny Bairstow,30,142.85
2021,RR v SRH,Kane Williamson,20,95.23
2021,RR v SRH,Vijay Shankar,8,100
2021,RR v SRH,Kedar Jadhav,19,100
2021,RR v SRH,Mohammad Nabi,17,340
2021,RR v SRH,Abdul Samad,10,125
2021,RR v SRH,Rashid Khan,0,0
2021,RR v SRH,Bhuvneshwar Kumar,14,140
2021,RR v SRH,Sandeep Sharma,8,133.33
2021,MI v CSK,Ruturaj Gaikwad,4,100
2021,MI v CSK,Faf du Plessis,50,178.57
2021,MI v CSK,Moeen Ali,58,161.11
2021,MI v CSK,Suresh Raina,2,50
2021,MI v CSK,Ambati Rayudu,72,266.66
2021,MI v CSK,Ravindra Jadeja,22,100
2021,MI v CSK,Quinton de Kock,38,135.71
2021,MI v CSK,Rohit Sharma,35,145.83
2021,MI v CSK,Suryakumar Yadav,3,100
2021,MI v CSK,Krunal Pandya,32,139.13
2021,MI v CSK,Kieron Pollard,87,255.88
2021,MI v CSK,Hardik Pandya,16,228.57
2021,MI v CSK,James Neesham,0,0
2021,MI v CSK,Dhawal Kulkarni,0,0
2021,PBKS v RCB,KL Rahul,91,159.64
2021,PBKS v RCB,Prabhsimran Singh,7,100
2021,PBKS v RCB,Chris Gayle,46,191.66
2021,PBKS v RCB,Nicholas Pooran,0,0
2021,PBKS v RCB,Deepak Hooda,5,55.55
2021,PBKS v RCB,M Shahrukh Khan,0,0
2021,PBKS v RCB,Harpreet Brar,25,147.05
2021,PBKS v RCB,Virat Kohli,35,102.94
2021,PBKS v RCB,Devdutt Padikkal,7,116.66
2021,PBKS v RCB,Rajat Patidar,31,103.33
2021,PBKS v RCB,Glenn Maxwell,0,0
2021,PBKS v RCB,AB de Villiers,3,33.33
2021,PBKS v RCB,Shahbaz Ahmed,8,72.72
2021,PBKS v RCB,Daniel Sams,3,75
2021,PBKS v RCB,Kyle Jamieson,16,145.45
2021,PBKS v RCB,Harshal Patel,31,238.46
2021,PBKS v RCB,Mohammed Siraj,0,0
2021,DC v KKR,Nitish Rana,15,125
2021,DC v KKR,Shubman Gill,43,113.15
2021,DC v KKR,Rahul Tripathi,19,111.76
2021,DC v KKR,Eoin Morgan,0,0
2021,DC v KKR,Sunil Narine,0,0
2021,DC v KKR,Andre Russell,45,166.66
2021,DC v KKR,Dinesh Karthik,14,140
2021,DC v KKR,Pat Cummins,11,84.61
2021,DC v KKR,Prithvi Shaw,82,200
2021,DC v KKR,Shikhar Dhawan,46,97.87
2021,DC v KKR,Rishabh Pant,16,200
2021,DC v KKR,Marcus Stoinis,6,200
2021,DC v KKR,Shimron Hetmyer,0,0
2021,MI v RR,Jos Buttler,41,128.12
2021,MI v RR,Yashasvi Jaiswal,32,160
2021,MI v RR,Sanju Samson,42,155.55
2021,MI v RR,Shivam Dube,35,112.9
2021,MI v RR,David Miller,7,175
2021,MI v RR,Riyan Parag,8,114.28
2021,MI v RR,Rohit Sharma,14,82.35
2021,MI v RR,Quinton de Kock,70,140
2021,MI v RR,Suryakumar Yadav,16,160
2021,MI v RR,Krunal Pandya,39,150
2021,MI v RR,Kieron Pollard,16,200
2021,CSK v SRH,David Warner,57,103.63
2021,CSK v SRH,Jonny Bairstow,7,140
2021,CSK v SRH,Manish Pandey,61,132.6
2021,CSK v SRH,Kane Williamson,26,260
2021,CSK v SRH,Kedar Jadhav,12,300
2021,CSK v SRH,Ruturaj Gaikwad,75,170.45
2021,CSK v SRH,Faf du Plessis,56,147.36
2021,CSK v SRH,Moeen Ali,15,187.5
2021,CSK v SRH,Ravindra Jadeja,7,116.66
2021,CSK v SRH,Suresh Raina,17,113.33
2021,DC v RCB,Virat Kohli,12,109.09
2021,DC v RCB,Devdutt Padikkal,17,121.42
2021,DC v RCB,Rajat Patidar,31,140.9
2021,DC v RCB,Glenn Maxwell,25,125
2021,DC v RCB,AB de Villiers,75,178.57
2021,DC v RCB,Washington Sundar,6,66.66
2021,DC v RCB,Daniel Sams,3,150
2021,DC v RCB,Prithvi Shaw,21,116.66
2021,DC v RCB,Shikhar Dhawan,6,85.71
2021,DC v RCB,Steven Smith,4,80
2021,DC v RCB,Rishabh Pant,58,120.83
2021,DC v RCB,Marcus Stoinis,22,129.41
2021,DC v RCB,Shimron Hetmyer,53,212
2021,PBKS v KKR,KL Rahul,19,95
2021,PBKS v KKR,Mayank Agarwal,31,91.17
2021,PBKS v KKR,Chris Gayle,0,0
2021,PBKS v KKR,Deepak Hooda,1,25
2021,PBKS v KKR,Nicholas Pooran,19,100
2021,PBKS v KKR,Moises Henriques,2,66.66
2021,PBKS v KKR,M Shahrukh Khan,13,92.85
2021,PBKS v KKR,Chris Jordan,30,166.66
2021,PBKS v KKR,Ravi Bishnoi,1,25
2021,PBKS v KKR,Mohammed Shami,1,50
2021,PBKS v KKR,Arshdeep Singh,1,100
2021,PBKS v KKR,Shubman Gill,9,112.5
2021,PBKS v KKR,Nitish Rana,0,0
2021,PBKS v KKR,Rahul Tripathi,41,128.12
2021,PBKS v KKR,Sunil Narine,0,0
2021,PBKS v KKR,Eoin Morgan,47,117.5
2021,PBKS v KKR,Andre Russell,10,111.11
2021,PBKS v KKR,Dinesh Karthik,12,200
2021,SRH v DC,Prithvi Shaw,53,135.89
2021,SRH v DC,Shikhar Dhawan,28,107.69
2021,SRH v DC,Rishabh Pant,37,137.03
2021,SRH v DC,Steven Smith,34,136
2021,SRH v DC,Shimron Hetmyer,1,50
2021,SRH v DC,Marcus Stoinis,2,100
2021,SRH v DC,David Warner,6,75
2021,SRH v DC,Jonny Bairstow,38,211.11
2021,SRH v DC,Kane Williamson,66,129.41
2021,SRH v DC,Virat Singh,4,28.57
2021,SRH v DC,Kedar Jadhav,9,100
2021,SRH v DC,Abhishek Sharma,5,83.33
2021,SRH v DC,Rashid Khan,0,0
2021,SRH v DC,Vijay Shankar,8,114.28
2021,SRH v DC,Jagadeesha Suchith,14,233.33
2021,CSK v RCB,Ruturaj Gaikwad,33,132
2021,CSK v RCB,Faf du Plessis,50,121.95
2021,CSK v RCB,Suresh Raina,24,133.33
2021,CSK v RCB,Ambati Rayudu,14,200
2021,CSK v RCB,Ravindra Jadeja,62,221.42
2021,CSK v RCB,MS Dhoni,2,66.66
2021,CSK v RCB,Virat Kohli,8,114.28
2021,CSK v RCB,Devdutt Padikkal,34,226.66
2021,CSK v RCB,Washington Sundar,7,63.63
2021,CSK v RCB,Glenn Maxwell,22,146.66
2021,CSK v RCB,AB de Villiers,4,44.44
2021,CSK v RCB,Dan Christian,1,33.33
2021,CSK v RCB,Kyle Jamieson,16,123.07
2021,CSK v RCB,Harshal Patel,0,0
2021,CSK v RCB,Navdeep Saini,2,50
2021,CSK v RCB,Yuzvendra Chahal,8,38.09
2021,CSK v RCB,Mohammed Siraj,12,85.71
2021,RR v KKR,Nitish Rana,22,88
2021,RR v KKR,Shubman Gill,11,57.89
2021,RR v KKR,Rahul Tripathi,36,138.46
2021,RR v KKR,Sunil Narine,6,85.71
2021,RR v KKR,Eoin Morgan,0,0
2021,RR v KKR,Dinesh Karthik,25,104.16
2021,RR v KKR,Andre Russell,9,128.57
2021,RR v KKR,Pat Cummins,10,166.66
2021,RR v KKR,Shivam Mavi,5,71.42
2021,RR v KKR,Prasidh Krishna,0,0
2021,RR v KKR,Jos Buttler,5,71.42
2021,RR v KKR,Yashasvi Jaiswal,22,129.41
2021,RR v KKR,Sanju Samson,42,102.43
2021,RR v KKR,Shivam Dube,22,122.22
2021,RR v KKR,Rahul Tewatia,5,62.5
2021,RR v KKR,David Miller,24,104.34
2021,PBKS v MI,Quinton de Kock,3,60
2021,PBKS v MI,Rohit Sharma,63,121.15
2021,PBKS v MI,Ishan Kishan,6,35.29
2021,PBKS v MI,Suryakumar Yadav,33,122.22
2021,PBKS v MI,Kieron Pollard,16,133.33
2021,PBKS v MI,Hardik Pandya,1,25
2021,PBKS v MI,Krunal Pandya,3,100
2021,PBKS v MI,Jayant Yadav,0,0
2021,PBKS v MI,KL Rahul,60,115.38
2021,PBKS v MI,Mayank Agarwal,25,125
2021,PBKS v MI,Chris Gayle,43,122.85
2021,RCB v RR,Jos Buttler,8,100
2021,RCB v RR,Manan Vohra,7,77.77
2021,RCB v RR,Sanju Samson,21,116.66
2021,RCB v RR,David Miller,0,0
2021,RCB v RR,Shivam Dube,46,143.75
2021,RCB v RR,Riyan Parag,25,156.25
2021,RCB v RR,Rahul Tewatia,40,173.91
2021,RCB v RR,Chris Morris,10,142.85
2021,RCB v RR,Shreyas Gopal,7,175
2021,RCB v RR,Chetan Sakariya,0,0
2021,RCB v RR,Mustafizur Rahman,0,0
2021,RCB v RR,Virat Kohli,72,153.19
2021,RCB v RR,Devdutt Padikkal,101,194.23
2021,KKR v CSK,Ruturaj Gaikwad,64,152.38
2021,KKR v CSK,Faf du Plessis,95,158.33
2021,KKR v CSK,Moeen Ali,25,208.33
2021,KKR v CSK,MS Dhoni,17,212.5
2021,KKR v CSK,Ravindra Jadeja,6,600
2021,KKR v CSK,Nitish Rana,9,75
2021,KKR v CSK,Shubman Gill,0,0
2021,KKR v CSK,Rahul Tripathi,8,88.88
2021,KKR v CSK,Eoin Morgan,7,100
2021,KKR v CSK,Sunil Narine,4,133.33
2021,KKR v CSK,Dinesh Karthik,40,166.66
2021,KKR v CSK,Andre Russell,54,245.45
2021,KKR v CSK,Pat Cummins,66,194.11
2021,KKR v CSK,Kamlesh Nagarkoti,0,0
2021,KKR v CSK,Varun Chakravarthy,0,0
2021,KKR v CSK,Prasidh Krishna,0,0
2021,PBKS v SRH,KL Rahul,4,66.66
2021,PBKS v SRH,Mayank Agarwal,22,88
2021,PBKS v SRH,Chris Gayle,15,88.23
2021,PBKS v SRH,Nicholas Pooran,0,0
2021,PBKS v SRH,Deepak Hooda,13,118.18
2021,PBKS v SRH,Moises Henriques,14,82.35
2021,PBKS v SRH,M Shahrukh Khan,22,129.41
2021,PBKS v SRH,Fabian Allen,6,54.54
2021,PBKS v SRH,Murugan Ashwin,9,90
2021,PBKS v SRH,Mohammed Shami,3,100
2021,PBKS v SRH,Arshdeep Singh,1,50
2021,PBKS v SRH,David Warner,37,100
2021,PBKS v SRH,Jonny Bairstow,63,112.5
2021,PBKS v SRH,Kane Williamson,16,84.21
2021,DC v MI,Rohit Sharma,44,146.66
2021,DC v MI,Quinton de Kock,2,50
2021,DC v MI,Suryakumar Yadav,24,160
2021,DC v MI,Ishan Kishan,26,92.85
2021,DC v MI,Hardik Pandya,0,0
2021,DC v MI,Krunal Pandya,1,20
2021,DC v MI,Kieron Pollard,2,40
2021,DC v MI,Jayant Yadav,23,104.54
2021,DC v MI,Rahul Chahar,6,100
2021,DC v MI,Jasprit Bumrah,3,100
2021,DC v MI,Trent Boult,1,100
2021,DC v MI,Prithvi Shaw,7,140
2021,DC v MI,Shikhar Dhawan,45,107.14
2021,DC v MI,Steven Smith,33,113.79
2021,DC v MI,Lalit Yadav,22,88
2021,DC v MI,Rishabh Pant,7,87.5
2021,DC v MI,Shimron Hetmyer,14,155.55
2021,CSK v RR,Ruturaj Gaikwad,10,76.92
2021,CSK v RR,Faf du Plessis,33,194.11
2021,CSK v RR,Moeen Ali,26,130
2021,CSK v RR,Suresh Raina,18,120
2021,CSK v RR,Ambati Rayudu,27,158.82
2021,CSK v RR,Ravindra Jadeja,8,114.28
2021,CSK v RR,MS Dhoni,18,105.88
2021,CSK v RR,Sam Curran,13,216.66
2021,CSK v RR,Dwayne Bravo,20,250
2021,CSK v RR,Shardul Thakur,1,100
2021,CSK v RR,Deepak Chahar,0,0
2021,CSK v RR,Jos Buttler,49,140
2021,CSK v RR,Manan Vohra,14,127.27
2021,CSK v RR,Sanju Samson,1,20
2021,CSK v RR,Shivam Dube,17,85
2021,CSK v RR,David Miller,2,40
2021,CSK v RR,Riyan Parag,3,42.85
2021,CSK v RR,Rahul Tewatia,20,133.33
2021,CSK v RR,Chris Morris,0,0
2021,CSK v RR,Jaydev Unadkat,24,141.17
2021,CSK v RR,Chetan Sakariya,0,0
2021,CSK v RR,Mustafizur Rahman,0,0
2021,DC v PBKS,KL Rahul,61,119.6
2021,DC v PBKS,Mayank Agarwal,69,191.66
2021,DC v PBKS,Chris Gayle,11,122.22
2021,DC v PBKS,Deepak Hooda,22,169.23
2021,DC v PBKS,Nicholas Pooran,9,112.5
2021,DC v PBKS,M Shahrukh Khan,15,300
2021,DC v PBKS,Prithvi Shaw,32,188.23
2021,DC v PBKS,Shikhar Dhawan,92,187.75
2021,DC v PBKS,Steven Smith,9,75
2021,DC v PBKS,Rishabh Pant,15,93.75
2021,DC v PBKS,Marcus Stoinis,27,207.69
2021,DC v PBKS,Lalit Yadav,12,200
2021,RCB v KKR,Virat Kohli,5,83.33
2021,RCB v KKR,Devdutt Padikkal,25,89.28
2021,RCB v KKR,Rajat Patidar,1,50
2021,RCB v KKR,Glenn Maxwell,78,159.18
2021,RCB v KKR,AB de Villiers,76,223.52
2021,RCB v KKR,Kyle Jamieson,11,275
2021,RCB v KKR,Nitish Rana,18,163.63
2021,RCB v KKR,Shubman Gill,21,233.33
2021,RCB v KKR,Rahul Tripathi,25,125
2021,RCB v KKR,Eoin Morgan,29,126.08
2021,RCB v KKR,Dinesh Karthik,2,40
2021,RCB v KKR,Shakib Al Hasan,26,104
2021,RCB v KKR,Andre Russell,31,155
2021,RCB v KKR,Pat Cummins,6,300
2021,RCB v KKR,Harbhajan Singh,2,100
2021,RCB v KKR,Varun Chakravarthy,2,66.66
2021,MI v SRH,Quinton de Kock,40,102.56
2021,MI v SRH,Rohit Sharma,32,128
2021,MI v SRH,Suryakumar Yadav,10,166.66
2021,MI v SRH,Ishan Kishan,12,57.14
2021,MI v SRH,Kieron Pollard,35,159.09
2021,MI v SRH,Hardik Pandya,7,140
2021,MI v SRH,Krunal Pandya,3,100
2021,MI v SRH,David Warner,36,105.88
2021,MI v SRH,Jonny Bairstow,43,195.45
2021,MI v SRH,Manish Pandey,2,28.57
2021,MI v SRH,Virat Singh,11,91.66
2021,MI v SRH,Vijay Shankar,28,112
2021,MI v SRH,Abhishek Sharma,2,50
2021,MI v SRH,Abdul Samad,7,87.5
2021,MI v SRH,Rashid Khan,0,0
2021,MI v SRH,Bhuvneshwar Kumar,1,50
2021,MI v SRH,Mujeeb Ur Rahman,1,100
2021,MI v SRH,Khaleel Ahmed,1,50
2021,PBKS v CSK,KL Rahul,5,71.42
2021,PBKS v CSK,Mayank Agarwal,0,0
2021,PBKS v CSK,Chris Gayle,10,100
2021,PBKS v CSK,Deepak Hooda,10,66.66
2021,PBKS v CSK,Nicholas Pooran,0,0
2021,PBKS v CSK,M Shahrukh Khan,47,130.55
2021,PBKS v CSK,Jhye Richardson,15,68.18
2021,PBKS v CSK,Murugan Ashwin,6,42.85
2021,PBKS v CSK,Mohammed Shami,9,75
2021,PBKS v CSK,Riley Meredith,0,0
2021,PBKS v CSK,Ruturaj Gaikwad,5,31.25
2021,PBKS v CSK,Faf du Plessis,36,109.09
2021,PBKS v CSK,Moeen Ali,46,148.38
2021,PBKS v CSK,Suresh Raina,8,88.88
2021,PBKS v CSK,Ambati Rayudu,0,0
2021,PBKS v CSK,Sam Curran,5,125
2021,RR v DC,Prithvi Shaw,2,40
2021,RR v DC,Shikhar Dhawan,9,81.81
2021,RR v DC,Ajinkya Rahane,8,100
2021,RR v DC,Rishabh Pant,51,159.37
2021,RR v DC,Marcus Stoinis,0,0
2021,RR v DC,Lalit Yadav,20,83.33
2021,RR v DC,Tom Curran,21,131.25
2021,RR v DC,Chris Woakes,15,136.36
2021,RR v DC,Ravichandran Ashwin,7,175
2021,RR v DC,Kagiso Rabada,9,225
2021,RR v DC,Jos Buttler,2,28.57
2021,RR v DC,Manan Vohra,9,81.81
2021,RR v DC,Sanju Samson,4,133.33
2021,RR v DC,Shivam Dube,2,28.57
2021,RR v DC,David Miller,62,144.18
2021,RR v DC,Riyan Parag,2,40
2021,RR v DC,Rahul Tewatia,19,111.76
2021,RR v DC,Chris Morris,36,200
2021,RR v DC,Jaydev Unadkat,11,157.14
2021,SRH v RCB,Virat Kohli,33,113.79
2021,SRH v RCB,Devdutt Padikkal,11,84.61
2021,SRH v RCB,Shahbaz Ahmed,14,140
2021,SRH v RCB,Glenn Maxwell,59,143.9
2021,SRH v RCB,AB de Villiers,1,20
2021,SRH v RCB,Washington Sundar,8,72.72
2021,SRH v RCB,Dan Christian,1,50
2021,SRH v RCB,Kyle Jamieson,12,133.33
2021,SRH v RCB,Harshal Patel,0,0
2021,SRH v RCB,Wriddhiman Saha,1,11.11
2021,SRH v RCB,David Warner,54,145.94
2021,SRH v RCB,Manish Pandey,38,97.43
